╭──────────────┬─────────────────────────────────────────────────────────────────┬────────────────────────────────────────────────────────────────────┬───────────────────────────────────────────────────────────────────────────────┬────────────────────────────────────────────────────────────────────────────────────────╮
│              │ 1024                                                            │ 2048                                                               │ 4096                                                                          │ 8192                                                                                   │
├──────────────┼────────┬───────┬──────┬──────┬──────┬──────┬──────┬──────┬──────┼────────┬────────┬───────┬───────┬──────┬──────┬──────┬──────┬──────┼──────────┬─────────┬────────┬────────┬────────┬───────┬───────┬───────┬───────┼───────────┬──────────┬──────────┬─────────┬────────┬────────┬────────┬────────┬────────┤
│ Limit / Base │ 1      │ 2     │ 3    │ 4    │ 5    │ 6    │ 7    │ 8    │ 9    │ 1      │ 2      │ 3     │ 4     │ 5    │ 6    │ 7    │ 8    │ 9    │ 1        │ 2       │ 3      │ 4      │ 5      │ 6     │ 7     │ 8     │ 9     │ 1         │ 2        │ 3        │ 4       │ 5      │ 6      │ 7      │ 8      │ 9      │
├──────────────┼────────┼───────┼──────┼──────┼──────┼──────┼──────┼──────┼──────┼────────┼────────┼───────┼───────┼──────┼──────┼──────┼──────┼──────┼──────────┼─────────┼────────┼────────┼────────┼───────┼───────┼───────┼───────┼───────────┼──────────┼──────────┼─────────┼────────┼────────┼────────┼────────┼────────┤
│            2 │ 20/350 │ 5/127 │ 3/76 │ 1/44 │ 1/30 │ 0/24 │ 1/29 │ 1/16 │ 0/17 │ 79/985 │ 21/355 │ 8/205 │ 6/127 │ 3/90 │ 3/74 │ 1/61 │ 1/47 │ 1/36 │ 320/3004 │ 82/1073 │ 36/618 │ 21/388 │ 14/272 │ 9/223 │ 7/187 │ 6/145 │ 5/115 │ 1270/9089 │ 338/3281 │ 145/1857 │ 82/1168 │ 57/818 │ 41/689 │ 31/555 │ 24/434 │ 20/336 │
│          422 │  19/13 │   5/4 │  2/2 │  1/0 │  0/1 │  0/1 │  0/1 │  1/0 │  0/1 │  79/40 │  20/14 │   9/7 │   6/3 │  4/3 │  1/3 │  2/2 │  1/2 │  1/2 │  317/129 │   86/44 │  37/25 │  22/14 │  14/12 │  11/8 │   6/7 │   7/4 │   5/5 │  1273/396 │  336/137 │   146/73 │   84/44 │  57/36 │  41/26 │  30/20 │  25/15 │  20/12 │
│          442 │  20/13 │   6/3 │  3/2 │  2/0 │  1/1 │  0/1 │  0/0 │  0/1 │  0/1 │  80/42 │  21/13 │   9/8 │   5/4 │  3/4 │  2/2 │  2/2 │  2/0 │  0/1 │  319/129 │   84/44 │  37/22 │  20/14 │  13/12 │  11/8 │   8/6 │   6/5 │   5/4 │  1271/392 │  335/137 │   147/73 │   83/44 │  57/36 │  41/26 │  31/21 │  25/16 │  19/14 │
│          462 │  20/13 │   5/5 │  1/3 │  0/1 │  1/0 │  0/0 │  1/0 │  0/0 │  0/0 │  80/43 │  21/14 │   8/8 │   6/3 │  3/3 │  2/3 │  2/1 │  2/1 │  1/0 │  322/128 │   84/44 │  37/22 │  21/14 │  14/10 │  10/8 │   7/6 │   7/5 │   5/6 │  1273/389 │  330/134 │   144/73 │   84/44 │  57/36 │  43/26 │  31/20 │  24/16 │  19/17 │
│          482 │  19/13 │   5/4 │  2/2 │  2/0 │  1/1 │  1/1 │  0/0 │  0/1 │  0/0 │  80/42 │  21/14 │   9/8 │   4/5 │  3/3 │  3/2 │  1/2 │  2/1 │  1/0 │  319/127 │   84/43 │  37/22 │  20/14 │  14/11 │   9/9 │   8/7 │   5/6 │   4/5 │  1272/391 │  334/135 │   145/73 │   84/43 │  56/35 │  40/26 │  31/20 │  25/16 │  19/16 │
│          502 │  20/14 │   4/5 │  1/3 │  0/1 │  0/1 │  0/1 │  1/0 │  1/0 │  0/0 │  80/41 │  21/14 │   9/7 │   5/4 │  4/2 │  2/3 │  1/2 │  2/1 │  1/1 │  321/131 │   84/45 │  37/24 │  21/13 │  14/11 │  11/8 │   8/6 │   6/5 │   4/5 │  1275/396 │  335/134 │   145/72 │   84/43 │  56/35 │  40/26 │  31/20 │  23/16 │  20/16 │
│          522 │  19/16 │   6/4 │  2/2 │  1/2 │  1/1 │  1/0 │  1/0 │  0/0 │  0/0 │  80/49 │  21/16 │   9/7 │   5/4 │  4/2 │  3/2 │  2/2 │  1/2 │  0/2 │  321/151 │   84/52 │  36/24 │  21/17 │  15/12 │  11/8 │   7/6 │   6/6 │   4/4 │  1274/453 │  332/157 │   145/73 │   84/51 │  57/34 │  41/26 │  30/20 │  25/18 │  20/16 │
│          542 │  20/16 │   4/5 │  2/1 │  1/1 │  0/1 │  0/1 │  0/0 │  0/0 │  0/1 │  80/48 │  21/17 │   8/8 │   7/5 │  4/2 │  1/3 │  2/2 │  1/2 │  0/0 │  321/152 │   85/51 │  36/24 │  21/16 │  14/12 │  10/8 │   7/6 │   6/5 │   5/5 │  1283/468 │  336/157 │   144/73 │   85/52 │  57/35 │  40/26 │  31/21 │  25/18 │  20/16 │
│          562 │  20/16 │   5/6 │  2/2 │  1/1 │  1/1 │  1/0 │  0/1 │  0/0 │  0/0 │  80/48 │  20/17 │   9/7 │   5/6 │  4/4 │  3/3 │  2/1 │  2/2 │  0/0 │  323/151 │   84/52 │  37/24 │  22/17 │  14/11 │  10/7 │   7/6 │   5/6 │   5/4 │  1277/460 │  340/164 │   147/77 │   86/52 │  56/37 │  41/26 │  31/20 │  24/19 │  20/15 │
│          582 │  21/15 │   5/6 │  2/1 │  0/1 │  0/1 │  0/1 │  0/0 │  1/0 │  0/0 │  81/50 │  22/16 │   9/8 │   6/5 │  4/3 │  3/1 │  2/2 │  1/1 │  2/0 │  323/150 │   84/52 │  37/23 │  21/17 │  14/11 │  10/9 │   8/7 │   6/6 │   5/5 │  1286/461 │  338/160 │   148/72 │   83/51 │  56/35 │  40/26 │  31/19 │  25/18 │  20/16 │
│          602 │  20/15 │   5/5 │  2/1 │  2/1 │  1/1 │  0/1 │  0/1 │  0/0 │  0/1 │  80/49 │  20/17 │   9/7 │   6/4 │  4/3 │  3/2 │  2/2 │  0/2 │  2/1 │  318/150 │   84/51 │  37/23 │  22/16 │  13/12 │  11/8 │   8/7 │   6/6 │   5/5 │  1274/456 │  334/158 │   147/73 │   86/51 │  58/36 │  41/25 │  31/24 │  24/18 │  19/16 │
